id,admin_level,admin_type,code,name_vi,name_en,parent_province_code,parent_district_id,slug,tokens,postal_codes,official_code,area_km2,population,source,last_updated_utc
VN.commune.09193,commune,xa,09193,Bảo Đài,,24,,bao-dai,Bao Dai;bao dai;bd,,09193,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09202,commune,xa,09202,Nghĩa Phương,,24,,nghia-phuong,Nghia Phuong;nghia phuong;n,,09202,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09205,commune,xa,09205,Trường Son,,24,,truong-son,Truong Son;truong son;ts,,09205,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09208,commune,xa,09208,Lục Son,,24,,luc-son,Luc Son;luc son;ls,,09208,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09238,commune,xa,09238,Bắc Lũng,,24,,bac-lung,Bac Lung;bac lung;bl,,09238,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09292,commune,xa,09292,Cẩm Lý,,24,,cam-ly,Cam Ly;cam ly;cl,,09292,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09313,commune,xa,09313,Tân Son,,24,,tan-son,Tan Son;tan son;ts,,09313,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09319,commune,xa,09319,Sa Lý,,24,,sa-ly,Sa Ly;sa ly;sl,,09319,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09334,commune,xa,09334,Biên Son,,24,,bien-son,Bien Son;bien son;bs,,09334,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09340,commune,xa,09340,Sơn Hải,,24,,son-hai,Son Hai;son hai;sh,,09340,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09343,commune,xa,09343,Kiên Lao,,24,,kien-lao,Kien Lao;kien lao;kl,,09343,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09349,commune,xa,09349,Biển Động,,24,,bien-dong,Bien Dong;bien dong;bd,,09349,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09454,commune,xa,09454,Lục Ngạn,,24,,luc-ngan,Luc Ngan;luc ngan;ln,,09454,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09466,commune,xa,09466,Đèo Gia,,24,,deo-gia,Deo Gia;deo gia;dg,,09466,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09469,commune,xa,09469,Nam Dương,,24,,nam-duong,Nam Duong;nam duong;nd,,09469,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09475,commune,xa,09475,Sơn Động,,24,,son-dong,Son Dong;son dong;sd,,09475,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09487,commune,xa,09487,Tây Yên Tử,,24,,tay-yen-tu,Tay Yen Tu;tay yen tu;tyt,,09487,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09496,commune,xa,09496,Vân Sơn,,24,,van-son,Van Son;van son;vs,,09496,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09499,commune,xa,09499,Đại Son,,24,,dai-son,Dai Son;dai son;ds,,09499,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09523,commune,xa,09523,Yên Định,,24,,yen-dinh,Yen Dinh;yen dinh;yd,,09523,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09529,commune,xa,09529,An Lạc,,24,,an-lac,An Lac;an lac;al,,09529,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.04990,commune,phuong,04990,Tân Hòa,,25,,tan-hoa,Tan Hoa;tan hoa;th,,04990,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05014,commune,phuong,05014,Hòa Bình,,25,,hoa-binh,Hoa Binh;hoa binh;hb,,05014,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05047,commune,phuong,05047,Thống Nhất,,25,,thong-nhat,Thong Nhat;thong nhat;tn,,05047,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05068,commune,phuong,05068,Kỳ Sơn,,25,,ky-son,Ky Son;ky son;ks,,05068,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05086,commune,phuong,05086,Nông Trang,,25,,nong-trang,Nong Trang;nong trang;nt,,05086,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05089,commune,phuong,05089,Việt Trì,,25,,viet-tri,Viet Tri;viet tri;vt,,05089,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05092,commune,phuong,05092,Thanh Miếu,,25,,thanh-mieu,Thanh Mieu;thanh mieu;m,,05092,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05116,commune,phuong,05116,Vân Phú,,25,,van-phu,Van Phu;van phu;vp,,05116,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05128,commune,phuong,05128,Phú Thọ,,25,,phu-tho,Phu Tho;phu tho;pt,,05128,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05134,commune,phuong,05134,Âu Cơ,,25,,au-co,Au Co;au co;ac,,05134,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05152,commune,phuong,05152,Phong Châu,,25,,phong-chau,Phong Chau;phong chau;pc,,05152,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05158,commune,phuong,05158,Vĩnh Yên,,25,,vinh-yen,Vinh Yen;vinh yen;vy,,05158,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05191,commune,phuong,05191,Vĩnh Phúc,,25,,vinh-phuc,Vinh Phuc;vinh phuc;vp,,05191,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05200,commune,phuong,05200,Phúc Yên,,25,,phuc-yen,Phuc Yen;phuc yen;py,,05200,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05206,commune,phuong,05206,Xuân Hòa,,25,,xuan-hoa,Xuan Hoa;xuan hoa;xh,,05206,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05212,commune,xa,05212,Đà Bắc,,25,,da-bac,Da Bac;da bac;db,,05212,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05245,commune,xa,05245,Đức Nhàn,,25,,duc-nhan,Duc Nhan;duc nhan;dn,,05245,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05251,commune,xa,05251,Tân Pheo,,25,,tan-pheo,Tan Pheo;tan pheo;tp,,05251,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05266,commune,xa,05266,Quy Đức,,25,,quy-duc,Quy Duc;quy duc;qd,,05266,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05287,commune,xa,05287,Cao Son,,25,,cao-son,Cao Son;cao son;cs,,05287,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05290,commune,xa,05290,Tiền Phong,,25,,tien-phong,Tien Phong;tien phong;tp,,05290,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05293,commune,xa,05293,Thịnh Minh,,25,,thinh-minh,Thinh Minh;thinh minh;tm,,05293,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05305,commune,xa,05305,Lương Sơn,,25,,luong-son,Luong Son;luong son;ls,,05305,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05323,commune,xa,05323,Liên Son,,25,,lien-son,Lien Son;lien son;ls,,05323,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05329,commune,xa,05329,Kim Bôi,,25,,kim-boi,Kim Boi;kim boi;kb,,05329,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05386,commune,xa,05386,Nật Son,,25,,nat-son,Nat Son;nat son;ns,,05386,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05392,commune,xa,05392,Mường Động,,25,,muong-dong,Muong Dong;muong dong;md,,05392,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05395,commune,xa,05395,Cao Dương,,25,,cao-duong,Cao Duong;cao duong;cd,,05395,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.05425,commune,xa,05425,Hợp Kim,,25,,hop-kim,Hop Kim;hop kim;hk,,05425,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.07969,commune,xa,07969,Dũng Tiến,,25,,dung-tien,Dung Tien;dung tien;dt,,07969,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.07996,commune,xa,07996,Cao Phong,,25,,cao-phong,Cao Phong;cao phong;cp,,07996,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.07999,commune,xa,07999,Thung Nai,,25,,thung-nai,Thung Nai;thung nai;tn,,07999,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08023,commune,xa,08023,Mường Thàng,,25,,muong-thang,Muong Thang;muong thang;mt,,08023,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08038,commune,xa,08038,Tân Lạc,,25,,tan-lac,Tan Lac;tan lac;tl,,08038,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08053,commune,xa,08053,Mường Hoa,,25,,muong-hoa,Muong Hoa;muong hoa;mh,,08053,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08071,commune,xa,08071,Vân Sơn,,25,,van-son,Van Son;van son;vs,,08071,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08110,commune,xa,08110,Mường Bi,,25,,muong-bi,Muong Bi;muong bi;mb,,08110,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08113,commune,xa,08113,Toàn Thắng,,25,,toan-thang,Toan Thang;toan thang;tt,,08113,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08134,commune,xa,08134,Mai Châu,,25,,mai-chau,Mai Chau;mai chau;mc,,08134,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08143,commune,xa,08143,Tân Mai,,25,,tan-mai,Tan Mai;tan mai;tm,,08143,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08152,commune,xa,08152,Pà Cò,,25,,pa-co,Pa Co;pa co;pc,,08152,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08173,commune,xa,08173,Bao La,,25,,bao-la,Bao La;bao la;bl,,08173,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08203,commune,xa,08203,Mai На,,25,,mai,Mai На;mai;mн,,08203,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08209,commune,xa,08209,Lạc Son,,25,,lac-son,Lac Son;lac son;ls,,08209,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08218,commune,xa,08218,Mường Vang,,25,,muong-vang,Muong Vang;muong vang;mv,,08218,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08227,commune,xa,08227,Nhân Nghĩa,,25,,nhan-nghia,Nhan Nghia;nhan nghia;nn,,08227,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08230,commune,xa,08230,Thượng Cốc,,25,,thuong-coc,Thuong Coc;thuong coc;tc,,08230,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08236,commune,xa,08236,Yên Phú,,25,,yen-phu,Yen Phu;yen phu;yp,,08236,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08245,commune,xa,08245,Quyết Thắng,,25,,quyet-thang,Quyet Thang;quyet thang;qt,,08245,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08254,commune,xa,08254,Ngọc Son,,25,,ngoc-son,Ngoc Son;ngoc son;ns,,08254,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08275,commune,xa,08275,Đại Đồng,,25,,dai-dong,Dai Dong;dai dong;dd,,08275,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08290,commune,xa,08290,Yên Thủy,,25,,yen-thuy,Yen Thuy;yen thuy;yt,,08290,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08296,commune,xa,08296,Lạc Lưong,,25,,lac-luong,Lac Luong;lac luong;ll,,08296,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08305,commune,xa,08305,Yên Trị,,25,,yen-tri,Yen Tri;yen tri;yt,,08305,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08311,commune,xa,08311,Lạc Thủy,,25,,lac-thuy,Lac Thuy;lac thuy;lt,,08311,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08323,commune,xa,08323,An Nghĩa,,25,,an-nghia,An Nghia;an nghia;an,,08323,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08338,commune,xa,08338,An Bình,,25,,an-binh,An Binh;an binh;ab,,08338,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08341,commune,xa,08341,Đoan Hùng,,25,,doan-hung,Doan Hung;doan hung;dh,,08341,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08344,commune,xa,08344,Bằng Luân,,25,,bang-luan,Bang Luan;bang luan;bl,,08344,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08377,commune,xa,08377,Chí Đám,,25,,chi-dam,Chi Dam;chi dam;cd,,08377,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08398,commune,xa,08398,Tây Cốc,,25,,tay-coc,Tay Coc;tay coc;tc,,08398,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08416,commune,xa,08416,Chân Mộng,,25,,chan-mong,Chan Mong;chan mong;cm,,08416,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08431,commune,xa,08431,Hạ Hòa,,25,,ha-hoa,Ha Hoa;ha hoa;hh,,08431,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08434,commune,xa,08434,Đan Thượng,,25,,dan-thuong,Dan Thuong;dan thuong;dt,,08434,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08443,commune,xa,08443,Hiền Lương,,25,,hien-luong,Hien Luong;hien luong;hl,,08443,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08467,commune,xa,08467,Yên Kỳ,,25,,yen-ky,Yen Ky;yen ky;yk,,08467,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08479,commune,xa,08479,Văn Lang,,25,,van-lang,Van Lang;van lang;vl,,08479,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08494,commune,xa,08494,Vĩnh Chân,,25,,vinh-chan,Vinh Chan;vinh chan;vc,,08494,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08500,commune,xa,08500,Thanh Ba,,25,,thanh-ba,Thanh Ba;thanh ba;b,,08500,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08515,commune,xa,08515,Quảng Yên,,25,,quang-yen,Quang Yen;quang yen;qy,,08515,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08521,commune,xa,08521,Hoàng Cương,,25,,hoang-cuong,Hoang Cuong;hoang cuong;hc,,08521,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08527,commune,xa,08527,Đông Thành,,25,,dong-thanh,Dong Thanh;dong thanh;d,,08527,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08542,commune,xa,08542,Chí Tiên,,25,,chi-tien,Chi Tien;chi tien;ct,,08542,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08545,commune,xa,08545,Liên Minh,,25,,lien-minh,Lien Minh;lien minh;lm,,08545,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08560,commune,xa,08560,Phù Ninh,,25,,phu-ninh,Phu Ninh;phu ninh;pn,,08560,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08566,commune,xa,08566,Phú Mỹ,,25,,phu-my,Phu My;phu my;pm,,08566,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08584,commune,xa,08584,Trạm Thản,,25,,tram-than,Tram Than;tram than;tt,,08584,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08590,commune,xa,08590,Dân Chủ,,25,,dan-chu,Dan Chu;dan chu;dc,,08590,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08593,commune,xa,08593,Bình Phú,,25,,binh-phu,Binh Phu;binh phu;bp,,08593,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08611,commune,xa,08611,Yên Lập,,25,,yen-lap,Yen Lap;yen lap;yl,,08611,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08614,commune,xa,08614,Sơn Lương,,25,,son-luong,Son Luong;son luong;sl,,08614,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08620,commune,xa,08620,Xuân Viên,,25,,xuan-vien,Xuan Vien;xuan vien;xv,,08620,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08632,commune,xa,08632,Trung Sơn,,25,,trung-son,Trung Son;trung son;ts,,08632,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08635,commune,xa,08635,Thượng Long,,25,,thuong-long,Thuong Long;thuong long;tl,,08635,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08656,commune,xa,08656,Minh Hòa,,25,,minh-hoa,Minh Hoa;minh hoa;mh,,08656,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08662,commune,xa,08662,Cẩm Khê,,25,,cam-khe,Cam Khe;cam khe;ck,,08662,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08674,commune,xa,08674,Tiên Lương,,25,,tien-luong,Tien Luong;tien luong;tl,,08674,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08686,commune,xa,08686,Vân Bán,,25,,van-ban,Van Ban;van ban;vb,,08686,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08761,commune,xa,08761,Phú Khê,,25,,phu-khe,Phu Khe;phu khe;pk,,08761,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08770,commune,xa,08770,Hùng Việt,,25,,hung-viet,Hung Viet;hung viet;hv,,08770,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08773,commune,xa,08773,Đồng Lương,,25,,dong-luong,Dong Luong;dong luong;dl,,08773,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08782,commune,xa,08782,Tam Nông,,25,,tam-nong,Tam Nong;tam nong;tn,,08782,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08788,commune,xa,08788,Hiền Quan,,25,,hien-quan,Hien Quan;hien quan;h,,08788,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08812,commune,xa,08812,Vạn Xuân,,25,,van-xuan,Van Xuan;van xuan;vx,,08812,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08824,commune,xa,08824,Thọ Văn,,25,,tho-van,Tho Van;tho van;tv,,08824,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08842,commune,xa,08842,Lâm Thao,,25,,lam-thao,Lam Thao;lam thao;lt,,08842,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
