id,admin_level,admin_type,code,name_vi,name_en,parent_province_code,parent_district_id,slug,tokens,postal_codes,official_code,area_km2,population,source,last_updated_utc
VN.province.01,province,thanh_pho,01,Thành Phó Hà Nội,,,,thanh-pho-ha-noi,Thanh Pho Ha Noi;thanh pho ha noi;hn,,01,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.04,province,tinh,04,Tỉnh Cao Bằng,,,,tinh-cao-bang,Tinh Cao Bang;tinh cao bang;cb,,04,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.08,province,tinh,08,Tỉnh Tuyên Quang,,,,tinh-tuyen-quang,Tinh Tuyen Quang;tinh tuyen quang;tq,,08,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.11,province,tinh,11,Tỉnh Điện Biển,,,,tinh-dien-bien,Tinh Dien Bien;tinh dien bien;db,,11,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.12,province,tinh,12,Tỉnh Lai Châu,,,,tinh-lai-chau,Tinh Lai Chau;tinh lai chau;lc,,12,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.14,province,tinh,14,Tỉnh Sơn La,,,,tinh-son-la,Tinh Son La;tinh son la;sl,,14,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.15,province,tinh,15,Tỉnh Lào Cai,,,,tinh-lao-cai,Tinh Lao Cai;tinh lao cai;lc,,15,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.19,province,tinh,19,Tỉnh Thái Nguyên,,,,tinh-thai-nguyen,Tinh Thai Nguyen;tinh thai nguyen;tn,,19,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.20,province,tinh,20,Tỉnh Lạng Sơn,,,,tinh-lang-son,Tinh Lang Son;tinh lang son;ls,,20,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.22,province,tinh,22,Tỉnh Quảng Ninh,,,,tinh-quang-ninh,Tinh Quang Ninh;tinh quang ninh;qn,,22,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.24,province,tinh,24,Tỉnh Bắc Ninh,,,,tinh-bac-ninh,Tinh Bac Ninh;tinh bac ninh;bn,,24,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.25,province,tinh,25,Tỉnh Phú Thọ,,,,tinh-phu-tho,Tinh Phu Tho;tinh phu tho;pt,,25,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.31,province,thanh_pho,31,Thành Phó Hải Phòng,,,,thanh-pho-hai-phong,Thanh Pho Hai Phong;thanh pho hai phong;hp,,31,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.33,province,tinh,33,Tỉnh Hưng Yên,,,,tinh-hung-yen,Tinh Hung Yen;tinh hung yen;hy,,33,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.37,province,tinh,37,Tỉnh Ninh Bình,,,,tinh-ninh-binh,Tinh Ninh Binh;tinh ninh binh;nb,,37,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.38,province,tinh,38,Tỉnh Thanh Hóa,,,,tinh-thanh-hoa,Tinh Thanh Hoa;tinh thanh hoa;h,,38,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.40,province,tinh,40,Tỉnh Nghệ An,,,,tinh-nghe-an,Tinh Nghe An;tinh nghe an;na,,40,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.42,province,tinh,42,Tỉnh Hà Tĩnh,,,,tinh-ha-tinh,Tinh Ha Tinh;tinh ha tinh;h,,42,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.44,province,tinh,44,Tỉnh Quảng Trị,,,,tinh-quang-tri,Tinh Quang Tri;tinh quang tri;qt,,44,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.46,province,thanh_pho,46,Thành Phó Huế,,,,thanh-pho-hue,Thanh Pho Hue;thanh pho hue;h,,46,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.48,province,thanh_pho,48,Thành Phó Đà Nẵng,,,,thanh-pho-da-nang,Thanh Pho Da Nang;thanh pho da nang;dn,,48,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.51,province,tinh,51,Tỉnh Quảng Ngãi,,,,tinh-quang-ngai,Tinh Quang Ngai;tinh quang ngai;qn,,51,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.52,province,tinh,52,Tỉnh Gia Lai,,,,tinh-gia-lai,Tinh Gia Lai;tinh gia lai;gl,,52,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.56,province,tinh,56,Tỉnh Khánh Hòa,,,,tinh-khanh-hoa,Tinh Khanh Hoa;tinh khanh hoa;kh,,56,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.66,province,tinh,66,Tỉnh Đắk Lấk,,,,tinh-dak-lak,Tinh Dak Lak;tinh dak lak;dl,,66,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.68,province,tinh,68,Tỉnh Lâm Đòng,,,,tinh-lam-dong,Tinh Lam Dong;tinh lam dong;ld,,68,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.75,province,tinh,75,Tỉnh Đồng Nai,,,,tinh-dong-nai,Tinh Dong Nai;tinh dong nai;dn,,75,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.79,province,thanh_pho,79,Thành Phố Hồ Chí Minh,,,,thanh-pho-ho-chi-minh,Thanh Pho Ho Chi Minh;thanh pho ho chi minh;hcm,,79,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.80,province,tinh,80,Tỉnh Tây Ninh,,,,tinh-tay-ninh,Tinh Tay Ninh;tinh tay ninh;tn,,80,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.82,province,tinh,82,Tỉnh Đồng Tháp,,,,tinh-dong-thap,Tinh Dong Thap;tinh dong thap;dt,,82,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.86,province,tinh,86,Tỉnh Vĩnh Long,,,,tinh-vinh-long,Tinh Vinh Long;tinh vinh long;vl,,86,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.91,province,tinh,91,Tỉnh An Giang,,,,tinh-an-giang,Tinh An Giang;tinh an giang;ag,,91,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.92,province,thanh_pho,92,Thành Phó Cần Thơ,,,,thanh-pho-can-tho,Thanh Pho Can Tho;thanh pho can tho;ct,,92,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.province.96,province,tinh,96,Tỉnh Cả Mau,,,,tinh-ca-mau,Tinh Ca Mau;tinh ca mau;cm,,96,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00292,commune,phuong,00292,Ba Đình,,01,,ba-dinh,Ba Dinh;ba dinh;bd,,00292,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00301,commune,phuong,00301,Ngọc Hà,,01,,ngoc-ha,Ngoc Ha;ngoc ha;nh,,00301,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00316,commune,phuong,00316,Giảng Võ,,01,,giang-vo,Giang Vo;giang vo;gv,,00316,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00322,commune,phuong,00322,Hoàn Kiểm,,01,,hoan-kiem,Hoan Kiem;hoan kiem;hk,,00322,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00328,commune,phuong,00328,Cửa Nam,,01,,cua-nam,Cua Nam;cua nam;cn,,00328,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00331,commune,phuong,00331,Phú Thượng,,01,,phu-thuong,Phu Thuong;phu thuong;pt,,00331,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00337,commune,phuong,00337,Hồng Hà,,01,,hong-ha,Hong Ha;hong ha;hh,,00337,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00340,commune,phuong,00340,Tây Hồ,,01,,tay-ho,Tay Ho;tay ho;th,,00340,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00352,commune,phuong,00352,Bồ Đề,,01,,bo-de,Bo De;bo de;bd,,00352,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00364,commune,phuong,00364,Việt Hưng,,01,,viet-hung,Viet Hung;viet hung;vh,,00364,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00367,commune,phuong,00367,Phúc Lợi,,01,,phuc-loi,Phuc Loi;phuc loi;pl,,00367,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00592,commune,phuong,00592,Long Biên,,01,,long-bien,Long Bien;long bien;lb,,00592,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00598,commune,phuong,00598,Nghĩa Đô,,01,,nghia-do,Nghia Do;nghia do;nd,,00598,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00602,commune,phuong,00602,Cầu Giấy,,01,,cau-giay,Cau Giay;cau giay;cg,,00602,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00611,commune,phuong,00611,Yên Hòa,,01,,yen-hoa,Yen Hoa;yen hoa;yh,,00611,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00613,commune,phuong,00613,Ô Chợ Dừa,,01,,o-cho-dua,O Cho Dua;o cho dua;ocd,,00613,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00619,commune,phuong,00619,Láng,,01,,lang,Lang;lang;l,,00619,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00622,commune,phuong,00622,Văn Miếu - Quốc Tử Giám,,01,,van-mieu-quoc-tu-giam,Van Mieu - Quoc Tu Giam;van mieu quoc tu giam;vm-qtg,,00622,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00634,commune,phuong,00634,Kim Liên,,01,,kim-lien,Kim Lien;kim lien;kl,,00634,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00637,commune,phuong,00637,Đống Đa,,01,,dong-da,Dong Da;dong da;dd,,00637,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00643,commune,phuong,00643,Hai Bà Trưng,,01,,hai-ba-trung,Hai Ba Trung;hai ba trung;hbt,,00643,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09552,commune,phuong,09552,Vĩnh Tuy,,01,,vinh-tuy,Vinh Tuy;vinh tuy;vt,,09552,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.10015,commune,phuong,10015,Bạch Mai,,01,,bach-mai,Bach Mai;bach mai;bm,,10015,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00376,commune,phuong,00376,Vĩnh Hưng,,01,,vinh-hung,Vinh Hung;vinh hung;vh,,00376,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00382,commune,phuong,00382,Định Công,,01,,dinh-cong,Dinh Cong;dinh cong;dc,,00382,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00385,commune,phuong,00385,Tương Mai,,01,,tuong-mai,Tuong Mai;tuong mai;tm,,00385,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00430,commune,phuong,00430,Lĩnh Nam,,01,,linh-nam,Linh Nam;linh nam;ln,,00430,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00433,commune,phuong,00433,Hoảng Mai,,01,,hoang-mai,Hoang Mai;hoang mai;hm,,00433,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00454,commune,phuong,00454,Hoàng Liệt,,01,,hoang-liet,Hoang Liet;hoang liet;hl,,00454,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00466,commune,phuong,00466,Yên Sở,,01,,yen-so,Yen So;yen so;ys,,00466,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00475,commune,phuong,00475,Phương Liệt,,01,,phuong-liet,Phuong Liet;phuong liet;l,,00475,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00493,commune,phuong,00493,Khương Đình,,01,,khuong-dinh,Khuong Dinh;khuong dinh;kd,,00493,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00508,commune,phuong,00508,Thanh Xuân,,01,,thanh-xuan,Thanh Xuan;thanh xuan;x,,00508,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00541,commune,phuong,00541,Từ Liêm,,01,,tu-liem,Tu Liem;tu liem;tl,,00541,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00562,commune,phuong,00562,Thượng Cát,,01,,thuong-cat,Thuong Cat;thuong cat;tc,,00562,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00565,commune,phuong,00565,Đông Ngạc,,01,,dong-ngac,Dong Ngac;dong ngac;dn,,00565,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00577,commune,phuong,00577,Xuân Đỉnh,,01,,xuan-dinh,Xuan Dinh;xuan dinh;xd,,00577,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00640,commune,phuong,00640,Tây Tựu,,01,,tay-tuu,Tay Tuu;tay tuu;tt,,00640,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00664,commune,phuong,00664,Phú Diễn,,01,,phu-dien,Phu Dien;phu dien;pd,,00664,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00679,commune,phuong,00679,Xuân Phương,,01,,xuan-phuong,Xuan Phuong;xuan phuong;x,,00679,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.00685,commune,phuong,00685,Tây Mỗ,,01,,tay-mo,Tay Mo;tay mo;tm,,00685,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.04930,commune,phuong,04930,Đại Mỗ,,01,,dai-mo,Dai Mo;dai mo;dm,,04930,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08974,commune,phuong,08974,Thanh Liệt,,01,,thanh-liet,Thanh Liet;thanh liet;l,,08974,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08980,commune,phuong,08980,Kiến Hưng,,01,,kien-hung,Kien Hung;kien hung;kh,,08980,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.08995,commune,phuong,08995,Hà Đông,,01,,ha-dong,Ha Dong;ha dong;hd,,08995,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09022,commune,phuong,09022,Yên Nghĩa,,01,,yen-nghia,Yen Nghia;yen nghia;yn,,09022,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09616,commune,phuong,09616,Phú Lương,,01,,phu-luong,Phu Luong;phu luong;pl,,09616,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09619,commune,phuong,09619,Sơn Tây,,01,,son-tay,Son Tay;son tay;st,,09619,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09634,commune,phuong,09634,Tùng Thiện,,01,,tung-thien,Tung Thien;tung thien;tt,,09634,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09661,commune,phuong,09661,Dương Nội,,01,,duong-noi,Duong Noi;duong noi;dn,,09661,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09664,commune,phuong,09664,Chương Mỹ,,01,,chuong-my,Chuong My;chuong my;cm,,09664,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09676,commune,xa,09676,Sóc Sơn,,01,,soc-son,Soc Son;soc son;ss,,09676,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09694,commune,xa,09694,Kim Anh.,,01,,kim-anh,Kim Anh.;kim anh;ka,,09694,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09700,commune,xa,09700,Trung Giã,,01,,trung-gia,Trung Gia;trung gia;tg,,09700,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09706,commune,xa,09706,Đa Phúc,,01,,da-phuc,Da Phuc;da phuc;dp,,09706,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09715,commune,xa,09715,Nội Bài,,01,,noi-bai,Noi Bai;noi bai;nb,,09715,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09739,commune,xa,09739,Đông Anh,,01,,dong-anh,Dong Anh;dong anh;da,,09739,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09772,commune,xa,09772,Phúc Thịnh,,01,,phuc-thinh,Phuc Thinh;phuc thinh;pt,,09772,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09784,commune,xa,09784,Thư Lâm,,01,,thu-lam,Thu Lam;thu lam;tl,,09784,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09787,commune,xa,09787,Thiên Lộc,,01,,thien-loc,Thien Loc;thien loc;tl,,09787,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09817,commune,xa,09817,Vĩnh Thanh,,01,,vinh-thanh,Vinh Thanh;vinh thanh;v,,09817,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09832,commune,xa,09832,Phủ Đổng,,01,,phu-dong,Phu Dong;phu dong;pd,,09832,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09856,commune,xa,09856,Thuận An,,01,,thuan-an,Thuan An;thuan an;ta,,09856,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09871,commune,xa,09871,Gia Lâm,,01,,gia-lam,Gia Lam;gia lam;gl,,09871,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09877,commune,xa,09877,Bát Tràng,,01,,bat-trang,Bat Trang;bat trang;bt,,09877,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09895,commune,xa,09895,Thanh Trì,,01,,thanh-tri,Thanh Tri;thanh tri;t,,09895,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09910,commune,xa,09910,Đại Thanh,,01,,dai-thanh,Dai Thanh;dai thanh;d,,09910,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09931,commune,xa,09931,Ngọc Hồi,,01,,ngoc-hoi,Ngoc Hoi;ngoc hoi;nh,,09931,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09952,commune,xa,09952,Nam Phù,,01,,nam-phu,Nam Phu;nam phu;np,,09952,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09955,commune,xa,09955,Yên Xuân,,01,,yen-xuan,Yen Xuan;yen xuan;yx,,09955,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09982,commune,xa,09982,Quang Minh,,01,,quang-minh,Quang Minh;quang minh;qm,,09982,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.09988,commune,xa,09988,Yên Lãng,,01,,yen-lang,Yen Lang;yen lang;yl,,09988,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.10003,commune,xa,10003,Tiến Thắng,,01,,tien-thang,Tien Thang;tien thang;tt,,10003,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.10030,commune,xa,10030,Mê Linh,,01,,me-linh,Me Linh;me linh;ml,,10030,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.10045,commune,xa,10045,Đoài Phương,,01,,doai-phuong,Doai Phuong;doai phuong;d,,10045,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.10072,commune,xa,10072,Quảng Oai,,01,,quang-oai,Quang Oai;quang oai;qo,,10072,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
VN.commune.10081,commune,xa,10081,Cổ Đô,,01,,co-do,Co Do;co do;cd,,10081,,,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/7/19ttg.signed.pdf,2025-08-09T13:59:46.812160Z
